plan,duration,mb_used,message_count,messages_included,mb_per_month_included,minutes_included,usd_monthly_pay,usd_per_gb,usd_per_message,usd_per_minute,extra_minutes,extra_mb,extra_messages,extra_cost,total_cost,prev_total_cost,prev_extra_minutes,prev_extra_mb,prev_extra_messages
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,1236.65,1.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,66863.89,97.0,50,15360,500,20,10,0.03,0.03,0.0,51503.89,47.0,504.37767578125005,524.37767578125,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,333.28,10913.65,15.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,478.64,17780.58,15.0,50,15360,500,20,10,0.03,0.03,0.0,2420.5800000000017,0.0,23.638476562500017,43.63847656250002,20.0,0.0,0.0,0.0
surf,333.03000000000003,16299.25,19.0,50,15360,500,20,10,0.03,0.03,0.0,939.25,0.0,9.17236328125,29.17236328125,43.63847656250002,0.0,2420.5800000000017,0.0
surf,472.49,29045.27,22.0,50,15360,500,20,10,0.03,0.03,0.0,13685.27,0.0,133.64521484375,153.64521484375,29.17236328125,0.0,939.25,0.0
surf,443.36,22436.68,16.0,50,15360,500,20,10,0.03,0.03,0.0,7076.68,0.0,69.108203125,89.108203125,153.64521484375,0.0,13685.27,0.0
surf,372.7,17460.79,21.0,50,15360,500,20,10,0.03,0.03,0.0,2100.790000000001,0.0,20.51552734375001,40.51552734375001,89.108203125,0.0,7076.68,0.0
surf,350.75,16862.03,28.0,50,15360,500,20,10,0.03,0.03,0.0,1502.0299999999988,0.0,14.668261718749989,34.66826171874999,40.51552734375001,0.0,2100.790000000001,0.0
surf,367.35,21337.4,24.0,50,15360,500,20,10,0.03,0.03,0.0,5977.4000000000015,0.0,58.373046875000014,78.37304687500001,34.66826171874999,0.0,1502.0299999999988,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,40.07,1766.76,1.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,526.76,33222.95,30.0,50,15360,500,20,10,0.03,0.03,26.75999999999999,17862.949999999997,0.0,175.24567109374996,195.24567109374996,20.0,0.0,0.0,0.0
surf,519.87,19375.57,31.0,50,15360,500,20,10,0.03,0.03,19.870000000000005,4015.5699999999997,0.0,39.81065078125,59.81065078125,195.24567109374996,26.75999999999999,17862.949999999997,0.0
surf,432.16,17772.7,20.0,50,15360,500,20,10,0.03,0.03,0.0,2412.7000000000007,0.0,23.561523437500007,43.56152343750001,59.81065078125,19.870000000000005,4015.5699999999997,0.0
surf,585.26,21505.98,27.0,50,15360,500,20,10,0.03,0.03,85.25999999999999,6145.98,0.0,62.577135937499996,82.5771359375,43.56152343750001,0.0,2412.7000000000007,0.0
surf,415.77,21177.71,35.0,50,15360,500,20,10,0.03,0.03,0.0,5817.709999999999,0.0,56.81357421874999,76.81357421874999,82.5771359375,85.25999999999999,6145.98,0.0
surf,675.62,24982.22,38.0,50,15360,500,20,10,0.03,0.03,175.62,9622.220000000001,0.0,99.23559218750002,119.23559218750002,76.81357421874999,0.0,5817.709999999999,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,220.24,3686.42,30.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,536.56,5898.57,96.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,421.42,6495.23,93.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,489.51,22697.1,54.0,50,15360,500,20,10,0.03,0.03,0.0,7337.0999999999985,4.0,71.77136718749999,91.77136718749999,20.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,755.17,27575.54,78.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,897.21,25768.85,94.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,901.49,34307.16,88.0,1000,30720,3000,70,7,0.01,0.01,0.0,3587.1600000000035,0.0,24.521601562500024,94.52160156250002,70.0,0.0,0.0,0.0
ultimate,706.3,28196.33,74.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,94.52160156250002,0.0,3587.1600000000035,0.0
ultimate,853.15,24840.64,86.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,978.12,20906.16,72.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,708.61,22134.66,77.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,22.98,7756.93,3.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,231.33,21608.77,10.0,50,15360,500,20,10,0.03,0.03,0.0,6248.77,0.0,61.023144531250004,81.02314453125001,20.0,0.0,0.0,0.0
surf,260.14,21291.57,9.0,50,15360,500,20,10,0.03,0.03,0.0,5931.57,0.0,57.92548828125,77.92548828125,81.02314453125001,0.0,6248.77,0.0
surf,200.56,26462.44,16.0,50,15360,500,20,10,0.03,0.03,0.0,11102.439999999999,0.0,108.422265625,128.422265625,77.92548828125,0.0,5931.57,0.0
surf,157.06,24318.32,12.0,50,15360,500,20,10,0.03,0.03,0.0,8958.32,0.0,87.48359375,107.48359375,128.422265625,0.0,11102.439999999999,0.0
surf,211.08,28516.95,12.0,50,15360,500,20,10,0.03,0.03,0.0,13156.95,0.0,128.48583984375,148.48583984375,107.48359375,0.0,8958.32,0.0
surf,323.93,21964.05,14.0,50,15360,500,20,10,0.03,0.03,0.0,6604.049999999999,0.0,64.49267578125,84.49267578125,148.48583984375,0.0,13156.95,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,43.77,13036.38,25.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,71.7,20796.32,38.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,53.11,15748.49,54.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,16.84,21204.82,43.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,33.04,19870.93,37.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,43.23,18740.37,42.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,95.56,15362.73,55.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,236.57,12787.35,51.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,1.0,0.03,20.03,20.0,0.0,0.0,0.0
surf,495.53,20706.02,92.0,50,15360,500,20,10,0.03,0.03,0.0,5346.02,42.0,53.4672265625,73.4672265625,20.03,0.0,0.0,1.0
surf,554.18,13800.91,89.0,50,15360,500,20,10,0.03,0.03,54.17999999999995,0.0,39.0,2.795399999999998,22.795399999999997,73.4672265625,0.0,5346.02,42.0
surf,431.44,17920.43,104.0,50,15360,500,20,10,0.03,0.03,0.0,2560.4300000000003,54.0,26.624199218750004,46.62419921875001,22.795399999999997,54.17999999999995,0.0,39.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,6468.11,18.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,14637.04,27.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,16564.01,28.0,50,15360,500,20,10,0.03,0.03,0.0,1204.0099999999984,0.0,11.757910156249984,31.757910156249984,20.0,0.0,0.0,0.0
surf,0.0,12271.78,33.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,31.757910156249984,0.0,1204.0099999999984,0.0
surf,0.0,15594.75,26.0,50,15360,500,20,10,0.03,0.03,0.0,234.75,0.0,2.29248046875,22.29248046875,20.0,0.0,0.0,0.0
surf,0.0,21292.61,31.0,50,15360,500,20,10,0.03,0.03,0.0,5932.610000000001,0.0,57.935644531250006,77.93564453125,22.29248046875,0.0,234.75,0.0
surf,0.0,13697.04,20.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,77.93564453125,0.0,5932.610000000001,0.0
surf,0.0,15212.42,33.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,334.08,15651.16,72.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,724.76,30169.84,149.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,707.99,26344.73,143.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,546.21,27907.55,149.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,773.33,20796.21,151.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,627.98,26357.55,155.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,625.25,22614.02,153.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,598.29,26550.58,166.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,608.73,17396.31,150.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,58.040000000000006,3895.05,27.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,227.1,16099.27,70.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,297.96,17366.56,90.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,239.93,16908.69,81.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,296.54,16483.21,102.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,247.07,12440.39,85.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,272.15,15746.07,16.0,50,15360,500,20,10,0.03,0.03,0.0,386.0699999999997,0.0,3.770214843749997,23.770214843749997,20.0,0.0,0.0,0.0
surf,204.24,18199.5,11.0,50,15360,500,20,10,0.03,0.03,0.0,2839.5,0.0,27.7294921875,47.7294921875,23.770214843749997,0.0,386.0699999999997,0.0
surf,211.95,23317.89,24.0,50,15360,500,20,10,0.03,0.03,0.0,7957.889999999999,0.0,77.71376953125,97.71376953125,47.7294921875,0.0,2839.5,0.0
surf,241.31,24072.13,10.0,50,15360,500,20,10,0.03,0.03,0.0,8712.130000000001,0.0,85.07939453125002,105.07939453125002,97.71376953125,0.0,7957.889999999999,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,0.0,0.0,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
ultimate,133.8,6921.2,0.0,1000,30720,3000,70,7,0.01,0.01,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,114.32,11788.64,26.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,479.91,21273.99,42.0,50,15360,500,20,10,0.03,0.03,0.0,5913.990000000002,0.0,57.753808593750016,77.75380859375002,20.0,0.0,0.0,0.0
surf,322.39,22459.67,59.0,50,15360,500,20,10,0.03,0.03,0.0,7099.669999999998,9.0,69.60271484374998,89.60271484374998,77.75380859375002,0.0,5913.990000000002,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,7002.91,48.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,3084.69,64.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,14.0,0.42,20.42,20.0,0.0,0.0,0.0
surf,0.0,6745.66,56.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,6.0,0.18,20.18,20.42,0.0,0.0,14.0
surf,341.96,17496.71,13.0,50,15360,500,20,10,0.03,0.03,0.0,2136.709999999999,0.0,20.86630859374999,40.86630859374999,29.366699218749996,0.0,959.1499999999996,0.0
surf,301.26,20111.21,11.0,50,15360,500,20,10,0.03,0.03,0.0,4751.209999999999,0.0,46.39853515624999,66.39853515624999,40.86630859374999,0.0,2136.709999999999,0.0
surf,356.35,23059.99,16.0,50,15360,500,20,10,0.03,0.03,0.0,7699.990000000002,0.0,75.19521484375002,95.19521484375002,66.39853515624999,0.0,4751.209999999999,0.0
surf,498.79,18719.47,17.0,50,15360,500,20,10,0.03,0.03,0.0,3359.470000000001,0.0,32.80732421875001,52.80732421875001,95.19521484375002,0.0,7699.990000000002,0.0
surf,382.97,23709.07,11.0,50,15360,500,20,10,0.03,0.03,0.0,8349.07,0.0,81.53388671875,101.53388671875,52.80732421875001,0.0,3359.470000000001,0.0
surf,516.12,18505.37,7.0,50,15360,500,20,10,0.03,0.03,16.120000000000005,3145.369999999999,0.0,31.20010390624999,51.20010390624999,101.53388671875,0.0,8349.07,0.0
surf,354.1,20713.82,17.0,50,15360,500,20,10,0.03,0.03,0.0,5353.82,0.0,52.2833984375,72.2833984375,51.20010390624999,16.120000000000005,3145.369999999999,0.0
surf,445.03,23778.67,7.0,50,15360,500,20,10,0.03,0.03,0.0,8418.669999999998,0.0,82.21357421874998,102.21357421874998,72.2833984375,0.0,5353.82,0.0
surf,353.06,16732.29,7.0,50,15360,500,20,10,0.03,0.03,0.0,1372.2900000000009,0.0,13.401269531250009,33.40126953125001,102.21357421874998,0.0,8418.669999999998,0.0
surf,165.39,8084.349999999999,7.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,33.40126953125001,0.0,1372.2900000000009,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
surf,0.0,0.0,0.0,50,15360,500,20,10,0.03,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
